,decoded,encoded
1901,33,6135
1902,97,49015
1903,48,12510
1904,29,4815
1905,92,44190
1906,5,255
1907,41,9255
1908,57,17415
1909,82,35290
1910,58,18010
1911,80,33630
1912,13,1135
1913,41,9255
1914,3,135
1915,60,19230
1916,11,855
1917,32,5790
1918,71,26655
1919,36,7230
1920,81,34455
1921,45,11055
1922,39,8415
1923,25,3655
1924,85,37855
1925,97,49015
1926,85,37855
1927,87,39615
1928,11,855
1929,82,35290
1930,87,39615
1931,38,8010
1932,40,8830
1933,64,21790
1934,69,25215
1935,82,35290
1936,88,40510
1937,75,29655
1938,1,55
1939,95,47055
1940,54,15690
1941,88,40510
1942,23,3135
1943,98,50010
1944,81,34455
1945,49,13015
1946,74,28890
1947,77,31215
1948,79,32815
1949,70,25930
1950,44,10590
1951,1,55
1952,78,32010
1953,24,3390
1954,78,32010
1955,25,3655
1956,3,135
1957,25,3655
1958,18,2010
1959,55,16255
1960,25,3655
1961,86,38730
1962,49,13015
1963,15,1455
1964,95,47055
1965,97,49015
1966,25,3655
1967,40,8830
1968,76,30430
1969,27,4215
1970,9,615
1971,8,510
1972,48,12510
1973,33,6135
1974,57,17415
1975,10,730
1976,31,5455
1977,5,255
1978,6,330
1979,88,40510
1980,96,48030
1981,52,14590
1982,75,29655
1983,23,3135
1984,36,7230
1985,46,11530
1986,48,12510
1987,85,37855
1988,91,43255
1989,65,22455
1990,65,22455
1991,11,855
1992,46,11530
1993,37,7615
1994,56,16830
1995,55,16255
1996,3,135
1997,24,3390
1998,26,3930
1999,23,3135
2000,6,330
2001,25,3655
2002,61,19855
2003,2,90
2004,71,26655
2005,91,43255
2006,77,31215
2007,28,4510
2008,39,8415
2009,26,3930
2010,7,415
2011,48,12510
2012,92,44190
2013,95,47055
2014,59,18615
2015,98,50010
2016,50,13530
2017,90,42330
2018,81,34455
2019,88,40510
2020,60,19230
2021,65,22455
2022,57,17415
2023,78,32010
2024,44,10590
2025,95,47055
2026,24,3390
2027,50,13530
2028,13,1135
2029,19,2215
2030,43,10135
2031,68,24510
2032,58,18010
2033,11,855
2034,28,4510
2035,52,14590
2036,52,14590
2037,84,36990
2038,62,20490
2039,34,6490
2040,17,1815
2041,40,8830
2042,93,45135
2043,10,730
2044,69,25215
2045,62,20490
2046,54,15690
2047,10,730
2048,18,2010
2049,45,11055
2050,97,49015
2051,22,2890
2052,51,14055
2053,94,46090
2054,80,33630
2055,72,27390
2056,32,5790
2057,84,36990
2058,68,24510
2059,90,42330
2060,88,40510
2061,31,5455
2062,78,32010
2063,22,2890
2064,87,39615
2065,12,990
2066,80,33630
2067,94,46090
2068,70,25930
2069,71,26655
2070,93,45135
2071,52,14590
2072,65,22455
2073,1,55
2074,65,22455
2075,2,90
2076,2,90
2077,59,18615
2078,10,730
2079,24,3390
2080,12,990
2081,16,1630
2082,26,3930
2083,15,1455
2084,12,990
2085,94,46090
2086,43,10135
2087,66,23130
2088,35,6855
2089,90,42330
2090,88,40510
2091,27,4215
2092,55,16255
2093,3,135
2094,87,39615
2095,71,26655
2096,85,37855
2097,24,3390
2098,38,8010
2099,66,23130
2100,7,415
2101,15,1455
2102,34,6490
2103,43,10135
2104,64,21790
2105,21,2655
2106,15,1455
2107,95,47055
2108,23,3135
2109,80,33630
2110,80,33630
2111,45,11055
2112,56,16830
2113,50,13530
2114,55,16255
2115,51,14055
2116,51,14055
2117,65,22455
2118,81,34455
2119,78,32010
2120,13,1135
2121,76,30430
2122,95,47055
2123,79,32815
2124,8,510
2125,19,2215
2126,52,14590
2127,30,5130
2128,9,615
2129,60,19230
2130,21,2655
2131,75,29655
2132,67,23815
2133,84,36990
2134,77,31215
2135,95,47055
2136,88,40510
2137,94,46090
2138,76,30430
2139,51,14055
2140,41,9255
2141,27,4215
2142,44,10590
2143,72,27390
2144,73,28135
2145,4,190
2146,91,43255
2147,69,25215
2148,41,9255
2149,72,27390
2150,90,42330
2151,54,15690
2152,0,30
2153,33,6135
2154,80,33630
2155,1,55
2156,85,37855
2157,22,2890
2158,54,15690
2159,71,26655
2160,79,32815
2161,48,12510
2162,7,415
2163,88,40510
2164,97,49015
2165,16,1630
2166,40,8830
2167,72,27390
2168,42,9690
2169,35,6855
2170,25,3655
2171,77,31215
2172,8,510
2173,38,8010
2174,58,18010
2175,76,30430
2176,1,55
2177,92,44190
2178,80,33630
2179,16,1630
2180,60,19230
2181,31,5455
2182,4,190
2183,3,135
2184,62,20490
2185,11,855
2186,71,26655
2187,33,6135
2188,61,19855
2189,80,33630
2190,15,1455
2191,52,14590
2192,49,13015
2193,61,19855
2194,29,4815
2195,10,730
2196,28,4510
2197,29,4815
2198,77,31215
2199,58,18010
2200,73,28135
2201,55,16255
2202,45,11055
2203,54,15690
2204,92,44190
2205,5,255
2206,79,32815
2207,25,3655
2208,89,41415
2209,94,46090
2210,35,6855
2211,4,190
2212,24,3390
2213,0,30
2214,79,32815
2215,71,26655
2216,97,49015
2217,72,27390
2218,27,4215
2219,38,8010
2220,56,16830
2221,1,55
2222,92,44190
2223,43,10135
2224,100,52030
2225,5,255
2226,38,8010
2227,61,19855
2228,93,45135
2229,39,8415
2230,89,41415
2231,50,13530
2232,73,28135
2233,80,33630
2234,94,46090
2235,67,23815
2236,79,32815
2237,44,10590
2238,89,41415
2239,32,5790
2240,37,7615
2241,49,13015
2242,61,19855
2243,52,14590
2244,40,8830
2245,65,22455
2246,52,14590
2247,17,1815
2248,78,32010
2249,47,12015
2250,6,330
2251,62,20490
2252,60,19230
2253,54,15690
2254,70,25930
2255,65,22455
2256,84,36990
2257,29,4815
2258,34,6490
2259,89,41415
2260,23,3135
2261,61,19855
2262,34,6490
2263,49,13015
2264,27,4215
2265,13,1135
2266,3,135
2267,9,615
2268,0,30
2269,18,2010
2270,36,7230
2271,9,615
2272,38,8010
2273,3,135
2274,21,2655
2275,34,6490
2276,83,36135
2277,55,16255
2278,66,23130
2279,69,25215
2280,6,330
2281,20,2430
2282,75,29655
2283,87,39615
2284,19,2215
2285,31,5455
2286,40,8830
2287,28,4510
2288,38,8010
2289,97,49015
2290,0,30
2291,5,255
2292,84,36990
2293,4,190
2294,72,27390
2295,36,7230
2296,100,52030
2297,92,44190
2298,52,14590
2299,17,1815
2300,71,26655
2301,4,190
2302,80,33630
2303,84,36990
2304,80,33630
2305,19,2215
2306,87,39615
2307,38,8010
2308,34,6490
2309,38,8010
2310,95,47055
2311,66,23130
2312,17,1815
2313,84,36990
2314,16,1630
2315,92,44190
2316,12,990
2317,89,41415
2318,67,23815
2319,88,40510
2320,76,30430
2321,35,6855
2322,28,4510
2323,79,32815
2324,2,90
2325,44,10590
2326,97,49015
2327,43,10135
2328,13,1135
2329,52,14590
2330,44,10590
2331,99,51015
2332,54,15690
2333,66,23130
2334,82,35290
2335,50,13530
2336,35,6855
2337,51,14055
2338,27,4215
2339,53,15135
2340,36,7230
2341,30,5130
2342,47,12015
2343,84,36990
2344,28,4510
2345,39,8415
2346,81,34455
2347,29,4815
2348,83,36135
2349,59,18615
2350,53,15135
2351,2,90
2352,33,6135
2353,77,31215
2354,50,13530
2355,57,17415
2356,54,15690
2357,83,36135
2358,12,990
2359,13,1135
2360,52,14590
2361,61,19855
2362,80,33630
2363,81,34455
2364,48,12510
2365,83,36135
2366,52,14590
2367,2,90
2368,66,23130
2369,88,40510
2370,19,2215
2371,75,29655
2372,3,135
2373,81,34455
2374,19,2215
2375,99,51015
2376,9,615
2377,85,37855
2378,33,6135
2379,41,9255
2380,75,29655
2381,50,13530
2382,100,52030
2383,16,1630
2384,71,26655
2385,34,6490
2386,78,32010
2387,67,23815
2388,6,330
2389,95,47055
2390,93,45135
2391,66,23130
2392,97,49015
2393,72,27390
2394,22,2890
2395,72,27390
2396,31,5455
2397,87,39615
2398,13,1135
2399,100,52030
2400,63,21135
2401,48,12510
2402,91,43255
2403,35,6855
2404,54,15690
2405,94,46090
2406,52,14590
2407,17,1815
2408,42,9690
2409,95,47055
2410,9,615
2411,66,23130
2412,95,47055
2413,24,3390
2414,42,9690
2415,48,12510
2416,10,730
2417,44,10590
2418,65,22455
2419,11,855
2420,59,18615
2421,33,6135
2422,75,29655
2423,71,26655
2424,36,7230
2425,68,24510
2426,20,2430
2427,4,190
2428,52,14590
2429,85,37855
2430,30,5130
2431,95,47055
2432,22,2890
2433,78,32010
2434,84,36990
2435,94,46090
2436,25,3655
2437,29,4815
2438,47,12015
2439,67,23815
2440,71,26655
2441,35,6855
2442,31,5455
2443,72,27390
2444,39,8415
2445,98,50010
2446,30,5130
2447,80,33630
2448,66,23130
2449,100,52030
2450,33,6135
2451,34,6490
2452,64,21790
2453,88,40510
2454,68,24510
2455,53,15135
2456,33,6135
2457,86,38730
2458,0,30
2459,45,11055
2460,3,135
2461,40,8830
2462,60,19230
2463,79,32815
2464,2,90
2465,3,135
2466,69,25215
2467,40,8830
2468,70,25930
2469,60,19230
2470,58,18010
2471,46,11530
2472,1,55
2473,40,8830
2474,88,40510
2475,70,25930
2476,97,49015
2477,25,3655
2478,38,8010
2479,58,18010
2480,70,25930
2481,0,30
2482,32,5790
2483,67,23815
2484,64,21790
2485,79,32815
2486,65,22455
2487,55,16255
2488,59,18615
2489,23,3135
2490,15,1455
2491,18,2010
2492,9,615
2493,8,510
2494,60,19230
2495,10,730
2496,10,730
2497,64,21790
2498,26,3930
2499,91,43255
2500,19,2215
2501,90,42330
2502,97,49015
2503,67,23815
2504,49,13015
2505,33,6135
2506,60,19230
2507,50,13530
2508,68,24510
2509,75,29655
2510,7,415
2511,44,10590
2512,76,30430
2513,2,90
2514,94,46090
2515,15,1455
2516,3,135
2517,79,32815
2518,24,3390
2519,63,21135
2520,84,36990
2521,65,22455
2522,98,50010
2523,21,2655
2524,44,10590
2525,74,28890
2526,70,25930
2527,97,49015
2528,57,17415
2529,6,330
2530,9,615
2531,51,14055
2532,86,38730
2533,7,415
2534,27,4215
2535,38,8010
2536,76,30430
2537,5,255
2538,86,38730
2539,34,6490
2540,96,48030
2541,1,55
2542,39,8415
2543,2,90
2544,75,29655
2545,24,3390
2546,50,13530
2547,27,4215
2548,13,1135
2549,19,2215
2550,47,12015
2551,2,90
2552,65,22455
2553,16,1630
2554,50,13530
2555,63,21135
2556,97,49015
2557,53,15135
2558,76,30430
2559,2,90
2560,95,47055
2561,90,42330
2562,38,8010
2563,61,19855
2564,22,2890
2565,12,990
2566,80,33630
2567,19,2215
2568,10,730
2569,7,415
2570,4,190
2571,89,41415
2572,65,22455
2573,47,12015
2574,76,30430
2575,83,36135
2576,17,1815
2577,16,1630
2578,44,10590
2579,40,8830
2580,36,7230
2581,11,855
2582,69,25215
2583,56,16830
2584,59,18615
2585,64,21790
2586,55,16255
2587,69,25215
2588,87,39615
2589,38,8010
2590,57,17415
2591,26,3930
2592,18,2010
2593,12,990
2594,21,2655
2595,89,41415
2596,67,23815
2597,56,16830
2598,73,28135
2599,19,2215
2600,59,18615
2601,78,32010
2602,62,20490
2603,32,5790
2604,79,32815
2605,24,3390
2606,36,7230
2607,21,2655
2608,24,3390
2609,22,2890
2610,33,6135
2611,81,34455
2612,36,7230
2613,52,14590
2614,26,3930
2615,79,32815
2616,68,24510
2617,21,2655
2618,69,25215
2619,14,1290
2620,31,5455
2621,52,14590
2622,62,20490
2623,88,40510
2624,7,415
2625,86,38730
2626,78,32010
2627,56,16830
2628,6,330
2629,63,21135
2630,87,39615
2631,33,6135
2632,80,33630
2633,84,36990
2634,93,45135
2635,64,21790
2636,17,1815
2637,87,39615
2638,35,6855
2639,13,1135
2640,37,7615
2641,58,18010
2642,69,25215
2643,29,4815
2644,28,4510
2645,1,55
2646,34,6490
2647,14,1290
2648,13,1135
2649,3,135
2650,2,90
2651,44,10590
2652,84,36990
2653,2,90
2654,49,13015
2655,56,16830
2656,45,11055
2657,9,615
2658,90,42330
2659,85,37855
2660,32,5790
2661,53,15135
2662,87,39615
2663,100,52030
2664,61,19855
2665,15,1455
2666,39,8415
2667,21,2655
2668,62,20490
2669,76,30430
2670,13,1135
2671,25,3655
2672,21,2655
2673,73,28135
2674,93,45135
2675,42,9690
2676,24,3390
2677,14,1290
2678,95,47055
2679,84,36990
2680,21,2655
2681,20,2430
2682,71,26655
2683,48,12510
2684,67,23815
2685,63,21135
2686,96,48030
2687,28,4510
2688,92,44190
2689,49,13015
2690,90,42330
2691,30,5130
2692,91,43255
2693,29,4815
2694,85,37855
2695,79,32815
2696,99,51015
2697,1,55
2698,68,24510
2699,53,15135
2700,96,48030
2701,12,990
2702,39,8415
2703,74,28890
2704,95,47055
2705,43,10135
2706,45,11055
2707,19,2215
2708,84,36990
2709,24,3390
2710,19,2215
2711,16,1630
2712,97,49015
2713,82,35290
2714,4,190
2715,93,45135
2716,14,1290
2717,88,40510
2718,54,15690
2719,76,30430
2720,91,43255
2721,49,13015
2722,92,44190
2723,48,12510
2724,64,21790
2725,48,12510
2726,50,13530
2727,13,1135
2728,53,15135
2729,68,24510
2730,86,38730
2731,16,1630
2732,67,23815
2733,9,615
2734,64,21790
2735,50,13530
2736,14,1290
2737,39,8415
2738,39,8415
2739,48,12510
2740,11,855
2741,43,10135
2742,43,10135
2743,35,6855
2744,58,18010
2745,45,11055
2746,30,5130
2747,33,6135
2748,98,50010
2749,45,11055
2750,86,38730
2751,48,12510
2752,1,55
2753,41,9255
2754,25,3655
2755,85,37855
2756,14,1290
2757,64,21790
2758,51,14055
2759,21,2655
2760,10,730
2761,3,135
2762,79,32815
2763,42,9690
2764,96,48030
2765,45,11055
2766,48,12510
2767,37,7615
2768,96,48030
2769,65,22455
2770,65,22455
2771,83,36135
2772,5,255
2773,59,18615
2774,47,12015
2775,81,34455
2776,8,510
2777,78,32010
2778,21,2655
2779,3,135
2780,76,30430
2781,77,31215
2782,35,6855
2783,16,1630
2784,56,16830
2785,31,5455
2786,55,16255
2787,11,855
2788,79,32815
2789,63,21135
2790,43,10135
2791,68,24510
2792,25,3655
2793,98,50010
2794,53,15135
2795,31,5455
2796,27,4215
2797,72,27390
2798,78,32010
2799,55,16255
2800,68,24510
2801,78,32010
2802,72,27390
2803,37,7615
2804,59,18615
2805,10,730
2806,43,10135
2807,52,14590
2808,47,12015
2809,36,7230
2810,83,36135
2811,98,50010
2812,38,8010
2813,74,28890
2814,97,49015
2815,28,4510
2816,52,14590
2817,31,5455
2818,28,4510
2819,35,6855
2820,28,4510
2821,81,34455
2822,44,10590
2823,93,45135
2824,40,8830
2825,15,1455
2826,35,6855
2827,6,330
2828,72,27390
2829,20,2430
2830,21,2655
2831,59,18615
2832,95,47055
2833,88,40510
2834,18,2010
2835,51,14055
2836,88,40510
2837,96,48030
2838,20,2430
2839,96,48030
2840,100,52030
2841,4,190
2842,28,4510
2843,44,10590
2844,23,3135
2845,39,8415
2846,98,50010
2847,84,36990
2848,32,5790
2849,76,30430
2850,45,11055
2851,50,13530
2852,25,3655
2853,34,6490
2854,51,14055
2855,55,16255
2856,60,19230
2857,23,3135
2858,87,39615
2859,20,2430
2860,48,12510
2861,52,14590
2862,8,510
2863,14,1290
2864,4,190
2865,37,7615
2866,60,19230
2867,52,14590
2868,94,46090
2869,87,39615
2870,45,11055
2871,43,10135
2872,87,39615
2873,19,2215
2874,30,5130
2875,82,35290
2876,62,20490
2877,64,21790
2878,18,2010
2879,73,28135
2880,6,330
2881,42,9690
2882,29,4815
2883,48,12510
2884,49,13015
2885,100,52030
2886,42,9690
2887,32,5790
2888,38,8010
2889,31,5455
2890,99,51015
2891,99,51015
2892,54,15690
2893,93,45135
2894,45,11055
2895,64,21790
2896,44,10590
2897,26,3930
2898,12,990
2899,54,15690
2900,83,36135
2901,53,15135
2902,62,20490
2903,28,4510
2904,86,38730
2905,56,16830
2906,41,9255
2907,74,28890
2908,99,51015
2909,36,7230
2910,23,3135
2911,3,135
2912,90,42330
2913,41,9255
2914,45,11055
2915,49,13015
2916,63,21135
2917,39,8415
2918,82,35290
2919,36,7230
2920,62,20490
2921,38,8010
2922,8,510
2923,91,43255
2924,33,6135
2925,20,2430
2926,38,8010
2927,28,4510
2928,61,19855
2929,72,27390
2930,6,330
2931,79,32815
2932,22,2890
2933,40,8830
2934,88,40510
2935,31,5455
2936,4,190
2937,26,3930
2938,3,135
2939,30,5130
2940,40,8830
2941,64,21790
2942,73,28135
2943,33,6135
2944,49,13015
2945,84,36990
2946,72,27390
2947,82,35290
2948,55,16255
2949,14,1290
2950,85,37855
2951,14,1290
2952,24,3390
2953,56,16830
2954,95,47055
2955,36,7230
2956,89,41415
2957,43,10135
2958,2,90
2959,48,12510
2960,88,40510
2961,28,4510
2962,26,3930
2963,96,48030
2964,3,135
2965,54,15690
2966,94,46090
2967,86,38730
2968,55,16255
2969,4,190
2970,93,45135
2971,94,46090
2972,74,28890
2973,68,24510
2974,53,15135
2975,2,90
2976,88,40510
2977,18,2010
2978,80,33630
2979,15,1455
2980,74,28890
2981,65,22455
2982,0,30
2983,38,8010
2984,77,31215
2985,58,18010
2986,28,4510
2987,61,19855
2988,61,19855
2989,60,19230
2990,11,855
2991,53,15135
2992,91,43255
2993,18,2010
2994,91,43255
2995,49,13015
2996,82,35290
2997,12,990
2998,18,2010
2999,96,48030
3000,68,24510
3001,67,23815
3002,24,3390
3003,23,3135
3004,21,2655
3005,95,47055
3006,33,6135
3007,85,37855
3008,13,1135
3009,17,1815
3010,73,28135
3011,89,41415
3012,59,18615
3013,85,37855
3014,26,3930
3015,67,23815
3016,44,10590
3017,39,8415
3018,74,28890
3019,79,32815
3020,68,24510
3021,50,13530
3022,94,46090
3023,87,39615
3024,87,39615
3025,65,22455
3026,85,37855
3027,40,8830
3028,63,21135
3029,9,615
3030,83,36135
3031,55,16255
3032,6,330
3033,98,50010
3034,59,18615
3035,76,30430
3036,77,31215
3037,30,5130
3038,25,3655
3039,88,40510
3040,49,13015
3041,43,10135
3042,40,8830
3043,63,21135
3044,83,36135
3045,7,415
3046,47,12015
3047,91,43255
3048,10,730
3049,37,7615
3050,82,35290
3051,26,3930
3052,85,37855
3053,26,3930
3054,92,44190
3055,11,855
3056,7,415
3057,24,3390
3058,56,16830
3059,77,31215
3060,17,1815
3061,67,23815
3062,61,19855
3063,91,43255
3064,30,5130
3065,27,4215
3066,21,2655
3067,37,7615
3068,24,3390
3069,13,1135
3070,65,22455
3071,16,1630
3072,73,28135
3073,21,2655
3074,43,10135
3075,60,19230
3076,6,330
3077,70,25930
3078,6,330
3079,78,32010
3080,57,17415
3081,16,1630
3082,70,25930
3083,44,10590
3084,56,16830
3085,38,8010
3086,50,13530
3087,56,16830
3088,2,90
3089,36,7230
3090,92,44190
3091,90,42330
3092,7,415
3093,61,19855
3094,18,2010
3095,35,6855
3096,27,4215
3097,20,2430
3098,11,855
3099,54,15690
3100,99,51015
3101,84,36990
3102,87,39615
3103,62,20490
3104,16,1630
3105,39,8415
3106,50,13530
3107,52,14590
3108,22,2890
3109,35,6855
3110,14,1290
3111,21,2655
3112,32,5790
3113,89,41415
3114,19,2215
3115,71,26655
3116,26,3930
3117,26,3930
3118,69,25215
3119,53,15135
3120,63,21135
3121,59,18615
3122,34,6490
3123,78,32010
3124,24,3390
3125,6,330
3126,38,8010
3127,60,19230
3128,88,40510
3129,88,40510
3130,21,2655
3131,45,11055
3132,74,28890
3133,23,3135
3134,70,25930
3135,68,24510
3136,82,35290
3137,80,33630
3138,69,25215
3139,37,7615
3140,35,6855
3141,37,7615
3142,23,3135
3143,87,39615
3144,48,12510
3145,86,38730
3146,73,28135
3147,60,19230
3148,40,8830
3149,55,16255
3150,93,45135
3151,97,49015
3152,51,14055
3153,59,18615
3154,48,12510
3155,68,24510
3156,21,2655
3157,77,31215
3158,75,29655
3159,12,990
3160,89,41415
3161,58,18010
3162,52,14590
3163,37,7615
3164,31,5455
3165,55,16255
3166,54,15690
3167,56,16830
3168,57,17415
3169,89,41415
3170,43,10135
3171,39,8415
3172,55,16255
3173,34,6490
3174,65,22455
3175,2,90
3176,14,1290
3177,92,44190
3178,84,36990
3179,14,1290
3180,93,45135
3181,14,1290
3182,86,38730
3183,30,5130
3184,49,13015
3185,49,13015
3186,11,855
3187,23,3135
3188,31,5455
3189,25,3655
3190,63,21135
3191,49,13015
3192,88,40510
3193,14,1290
3194,45,11055
3195,28,4510
3196,53,15135
3197,41,9255
3198,24,3390
3199,43,10135
3200,12,990
3201,52,14590
3202,31,5455
3203,77,31215
3204,44,10590
3205,72,27390
3206,6,330
3207,23,3135
3208,4,190
3209,62,20490
3210,90,42330
3211,44,10590
3212,83,36135
3213,61,19855
3214,37,7615
3215,82,35290
3216,65,22455
3217,2,90
3218,62,20490
3219,40,8830
3220,56,16830
3221,30,5130
3222,38,8010
3223,96,48030
3224,63,21135
3225,78,32010
3226,17,1815
3227,25,3655
3228,20,2430
3229,72,27390
3230,13,1135
3231,18,2010
3232,58,18010
3233,56,16830
3234,84,36990
3235,100,52030
3236,64,21790
3237,50,13530
3238,16,1630
3239,19,2215
3240,60,19230
3241,20,2430
3242,63,21135
3243,98,50010
3244,49,13015
3245,51,14055
3246,92,44190
3247,90,42330
3248,26,3930
3249,2,90
3250,50,13530
3251,8,510
3252,58,18010
3253,41,9255
3254,46,11530
3255,35,6855
3256,79,32815
3257,4,190
3258,53,15135
3259,41,9255
3260,57,17415
3261,18,2010
3262,31,5455
3263,26,3930
3264,23,3135
3265,34,6490
3266,51,14055
3267,75,29655
3268,4,190
3269,24,3390
3270,34,6490
3271,22,2890
3272,50,13530
3273,49,13015
3274,94,46090
3275,78,32010
3276,32,5790
3277,1,55
3278,29,4815
3279,64,21790
3280,10,730
3281,74,28890
3282,61,19855
3283,5,255
3284,16,1630
3285,63,21135
3286,18,2010
3287,22,2890
3288,89,41415
3289,86,38730
3290,35,6855
3291,79,32815
3292,62,20490
3293,35,6855
3294,87,39615
3295,77,31215
3296,59,18615
3297,40,8830
3298,81,34455
3299,33,6135
3300,45,11055
3301,87,39615
3302,8,510
3303,16,1630
3304,21,2655
3305,81,34455
3306,98,50010
3307,12,990
3308,22,2890
3309,85,37855
3310,42,9690
3311,37,7615
3312,13,1135
3313,89,41415
3314,30,5130
3315,24,3390
3316,75,29655
3317,63,21135
3318,98,50010
3319,12,990
3320,24,3390
3321,6,330
3322,3,135
3323,2,90
3324,57,17415
3325,29,4815
3326,11,855
3327,46,11530
3328,25,3655
3329,43,10135
3330,4,190
3331,73,28135
3332,34,6490
3333,36,7230
3334,80,33630
3335,87,39615
3336,46,11530
3337,98,50010
3338,9,615
3339,55,16255
3340,35,6855
3341,26,3930
3342,63,21135
3343,45,11055
3344,99,51015
3345,31,5455
3346,12,990
3347,86,38730
3348,43,10135
3349,77,31215
3350,38,8010
3351,84,36990
3352,51,14055
3353,37,7615
3354,65,22455
3355,15,1455
3356,30,5130
3357,71,26655
3358,59,18615
3359,86,38730
3360,93,45135
3361,83,36135
3362,33,6135
3363,20,2430
3364,31,5455
3365,35,6855
3366,74,28890
3367,8,510
3368,24,3390
3369,68,24510
3370,97,49015
3371,85,37855
3372,63,21135
3373,78,32010
3374,21,2655
3375,83,36135
3376,13,1135
3377,86,38730
3378,65,22455
3379,26,3930
3380,57,17415
3381,59,18615
3382,78,32010
3383,95,47055
3384,60,19230
3385,57,17415
3386,81,34455
3387,12,990
3388,3,135
3389,78,32010
3390,18,2010
3391,29,4815
3392,54,15690
3393,89,41415
3394,37,7615
3395,83,36135
3396,37,7615
3397,23,3135
3398,66,23130
3399,50,13530
3400,21,2655
3401,22,2890
3402,83,36135
3403,8,510
3404,4,190
3405,76,30430
3406,13,1135
3407,17,1815
3408,88,40510
3409,88,40510
3410,79,32815
3411,58,18010
3412,65,22455
3413,51,14055
3414,86,38730
3415,52,14590
3416,30,5130
3417,60,19230
3418,51,14055
3419,2,90
3420,68,24510
3421,27,4215
3422,24,3390
3423,85,37855
3424,71,26655
3425,32,5790
3426,27,4215
3427,73,28135
3428,75,29655
3429,45,11055
3430,13,1135
3431,71,26655
3432,64,21790
3433,4,190
3434,36,7230
3435,36,7230
3436,12,990
3437,37,7615
3438,85,37855
3439,57,17415
3440,87,39615
3441,67,23815
3442,96,48030
3443,28,4510
3444,72,27390
3445,85,37855
3446,82,35290
3447,71,26655
3448,97,49015
3449,26,3930
